class,module,npm_install,jelly_exit,seconds,note,packages,modules,functions,code_size_main_kb,dependencies_kb,edges_fun2fun,edges_call2fun,calls_zero_or_one_pct,calls_multiple_pct,calls_native_external_pct,calls_total,funcs_zero_callers_pct,funcs_reachable_pct,jelly_time_ms,jelly_memory_mb,errors,warnings,oom,unresolved_module_warnings
prototype-pollution,think-helper_1.1.0,ok,0,0.48,,5,9,66,1,22,60,76,50.86,1.71,47.43,175,40.91,10.61,124,46,0,11,False,0
prototype-pollution,tiny-conf_1.1.0,ok,0,0.40,,2,2,10,1,3,7,7,40.74,0.0,59.26,27,50.0,40.0,54,36,0,4,False,0
prototype-pollution,total.js_3.4.6,ok,0,3.68,,2,17,3091,1,1215,6050,8140,53.01,7.93,39.06,11497,47.59,36.95,3280,412,0,926,False,0
prototype-pollution,tree-kit_0.6.1,ok,0,0.54,,2,9,41,1,49,44,57,26.32,0.44,73.25,228,70.73,14.63,185,67,0,75,False,0
prototype-pollution,ts-dot-prop_1.4.0,ok,0,0.43,,3,5,36,1,11,19,19,61.97,1.41,36.62,71,58.33,13.89,82,38,0,4,False,0
prototype-pollution,tsed-core_5.62.3,ok,0,0.83,,7,51,510,1,255,527,687,61.47,1.86,36.66,1451,45.49,7.45,456,87,0,81,False,0
prototype-pollution,typeorm_0.2.24,ok,0,0.39,,1,1,3,2,0,4,7,36.84,0.0,63.16,19,0.0,100.0,43,32,0,5,False,0
prototype-pollution,uifabric-utilities_7.20.2,ok,0,0.99,,8,114,653,1,334,584,691,51.39,2.51,46.1,1835,52.83,12.1,633,113,0,102,False,0
prototype-pollution,undefsafe_2.0.2,ok,0,0.41,,2,2,4,1,3,5,5,52.38,0.0,47.62,21,0.0,100.0,54,36,0,2,False,0
prototype-pollution,upmerge_0.1.7,ok,0,0.41,,2,2,11,1,2,20,23,60.0,0.0,40.0,40,9.09,90.91,59,37,0,8,False,0
prototype-pollution,utilitify_1.0.2,ok,0,0.81,,10,22,545,1,285,779,886,67.5,3.98,28.52,1357,9.36,84.59,441,95,9,85,False,9
prototype-pollution,utils-extend_1.0.8,ok,0,0.41,,2,2,20,1,4,8,10,62.5,0.0,37.5,48,70.0,25.0,60,38,0,7,False,0
prototype-pollution,vega-util_1.13.0,ok,0,0.48,,2,2,108,1,22,105,161,66.67,4.62,28.72,195,49.07,9.26,128,54,0,18,False,0
prototype-pollution,viking04-merge_1.0.0,ok,0,0.39,,2,2,2,1,1,3,3,27.27,0.0,72.73,11,0.0,100.0,41,32,0,2,False,0
prototype-pollution,worksmith_1.0.0,ok,0,2.89,,8,55,1458,1,1312,8937,13002,55.19,13.61,31.2,3827,33.13,35.87,2496,335,0,243,False,0
prototype-pollution,x-assign_0.1.4,ok,0,0.39,,2,2,5,1,2,6,7,38.89,0.0,61.11,18,0.0,100.0,47,33,0,11,False,0
prototype-pollution,y18n_3.2.1,ok,0,0.42,,2,2,17,1,5,12,13,53.7,1.85,44.44,54,29.41,47.06,70,40,0,7,False,0
prototype-pollution,yargs-parser_6.0.0,ok,0,0.48,,3,4,80,1,25,106,164,53.37,0.0,46.63,341,6.25,88.75,133,56,0,61,False,0
redos,ajv_5.2.2,ok,0,0.95,,26,90,238,1,248,365,508,39.71,3.89,56.4,1156,23.53,60.92,594,93,0,101,False,0
redos,amqp-match_0.0.0,ok,0,0.38,,2,2,3,1,1,2,2,63.64,0.0,36.36,11,33.33,33.33,39,31,0,1,False,0
redos,ansi-html_0.0.7,ok,0,0.41,,2,2,11,1,5,7,7,37.5,0.0,62.5,32,45.45,9.09,62,38,0,8,False,0
redos,ansi-regex_4.1.0,ok,0,0.39,,2,2,3,1,1,2,2,33.33,0.0,66.67,12,33.33,33.33,40,31,0,1,False,0
redos,axios_0.21.0,ok,0,0.42,,2,3,29,1,9,15,21,72.09,4.65,23.26,43,55.17,3.45,67,40,0,7,False,0
redos,brace-expansion_1.1.6,ok,0,0.43,,4,4,20,1,7,22,28,44.0,1.0,55.0,100,10.0,5.0,82,38,0,1,False,0
redos,browserslist_4.16.4,ok,0,0.64,,4,17,178,1,97,273,302,50.3,1.38,48.32,507,1.69,6.18,280,73,0,109,False,0
redos,cejs_2.0.20170212,ok,0,0.41,,2,3,5,1,5,3,3,45.83,0.0,54.17,48,40.0,60.0,55,35,0,4,False,0
redos,charset_1.0.0,ok,0,0.39,,2,3,3,1,2,2,2,50.0,0.0,50.0,14,33.33,33.33,47,33,0,1,False,0
redos,checkit_0.7.0,ok,0,0.99,,4,257,341,1,221,786,908,40.13,7.81,52.06,1358,12.9,66.57,629,103,0,102,False,0
redos,chrono-node_2.2.3,ok,0,0.94,,3,95,474,1,190,833,1234,54.19,3.18,42.63,2170,21.1,22.57,582,110,0,115,False,0
redos,clean-css_4.1.10,ok,0,2.12,,3,107,598,1,398,889,1333,47.7,2.07,50.23,2801,12.54,3.18,1746,264,0,296,False,0
redos,codemirror_5.58.0,ok,0,0.39,,1,1,3,1,0,2,2,40.0,0.0,60.0,10,33.33,33.33,36,31,0,2,False,0
redos,colors-cli_1.0.25,ok,0,0.44,,2,7,36,1,12,16,20,51.47,0.0,48.53,68,58.33,25.0,85,39,0,28,False,0
redos,color-string_1.5.4,ok,0,0.45,,5,5,18,1,11,16,24,47.62,0.0,52.38,84,50.0,5.56,95,46,0,5,False,0
redos,content_3.0.5,ok,0,0.51,,4,5,103,1,43,96,124,58.1,0.7,41.2,284,63.11,1.94,161,46,0,21,False,0
redos,content-type-parser_1.0.1,ok,0,0.42,,2,2,14,1,3,6,6,47.37,0.0,52.63,38,57.14,7.14,60,37,0,1,False,0
redos,conventional-commits-parser_3.2.0,ok,0,2.92,,10,27,1007,1,659,10771,16047,61.81,16.83,21.36,2650,25.32,48.96,2531,381,0,228,False,0
redos,d3-color_2.0.0,ok,0,0.46,,2,2,60,1,17,60,99,61.33,0.0,38.67,181,53.33,8.33,113,47,0,3,False,0
redos,date-and-time_0.14.1,ok,0,0.45,,2,2,82,1,18,23,26,68.99,0.0,31.01,129,78.05,8.54,99,36,0,11,False,0
redos,dirty-json_0.4.0,ok,0,0.64,,4,6,257,1,83,468,645,67.89,6.78,25.34,738,35.41,3.5,272,72,0,11,False,0
redos,ducktype_1.2.0,ok,0,0.45,,2,2,45,1,17,204,267,60.23,10.23,29.55,88,11.11,28.89,93,46,0,3,False,0
redos,email-existence_0.1.5,ok,0,0.40,,2,2,12,1,3,15,15,38.3,0.0,61.7,47,8.33,8.33,51,35,0,1,False,0
redos,ethers_5.2.0,ok,0,3.39,,45,174,2877,1,1246,5297,6943,62.41,3.93,33.67,10233,24.68,22.66,2999,401,0,357,False,2
redos,express-validators_1.0.3,ok,0,0.44,,2,2,42,1,20,19,26,25.71,0.0,74.29,105,78.57,2.38,88,44,0,12,False,0
redos,fast-csv_4.3.5,ok,0,0.77,,12,34,451,1,202,602,706,67.42,3.96,28.62,1111,14.19,45.23,410,74,0,41,False,0
redos,forwarded_0.1.0,ok,0,0.39,,2,2,3,1,1,2,2,50.0,0.0,50.0,14,33.33,33.33,44,32,0,2,False,0
redos,fresh_0.5.0,ok,0,0.39,,2,2,4,1,2,2,2,42.86,0.0,57.14,14,50.0,25.0,46,33,0,2,False,0
redos,github-url-to-object_4.0.2,ok,0,0.41,,3,3,4,1,5,3,3,69.23,0.0,30.77,26,25.0,25.0,61,39,0,1,False,0
redos,glob-parent_5.0.0,ok,0,0.41,,4,4,7,1,5,6,6,20.51,2.56,76.92,39,14.29,14.29,70,32,0,4,False,0
redos,highlight.js_10.4.0,ok,0,0.53,,2,3,146,1,72,168,189,66.01,0.85,33.14,353,23.29,10.27,182,52,0,17,False,0
redos,hosted-git-info_3.0.0,ok,0,0.51,,4,7,106,1,29,78,83,53.49,0.0,46.51,215,57.55,11.32,155,62,0,87,False,0
redos,html-dom-parser_0.1.2,ok,0,0.55,,7,12,112,1,42,151,215,66.1,5.14,28.77,292,17.86,10.71,191,60,0,8,False,0
redos,htmlparser_1.7.7,ok,0,0.49,,2,2,44,1,30,54,84,58.24,0.0,41.76,170,15.91,22.73,129,56,0,6,False,0
redos,html-parse-stringify_2.0.0,ok,0,0.42,,3,3,9,1,3,5,6,61.54,0.0,38.46,52,44.44,11.11,71,32,0,4,False,0
redos,html-parse-stringify2_2.0.1,ok,0,0.42,,3,6,11,1,6,7,8,55.56,0.0,44.44,36,45.45,9.09,72,32,0,5,False,0
redos,is-email_1.0.0,ok,0,0.39,,2,2,3,1,1,2,2,40.0,0.0,60.0,10,33.33,33.33,39,31,0,2,False,0
redos,is-my-json-valid_2.20.1,ok,0,0.50,,8,9,80,1,39,95,265,65.53,0.24,34.22,412,31.25,61.25,151,61,0,26,False,0
redos,is-svg_4.2.2,ok,0,0.39,,3,3,7,1,2,6,6,63.64,0.0,36.36,22,14.29,14.29,48,33,0,2,False,0
redos,is-url_1.2.2,ok,0,0.39,,2,2,3,1,1,2,2,44.44,0.0,55.56,9,33.33,33.33,38,31,0,1,False,0
redos,jspdf_2.1.1,ok,134,62.87,non-zero exit (see log),,,,,,,,,,,,,,,,,,True,0
redos,locutus_2.0.10,ok,0,0.40,,2,2,3,1,2,2,2,26.92,0.0,73.08,26,33.33,33.33,51,34,0,2,False,0
redos,lodash_4.17.4,ok,0,2.08,,2,2,690,1,527,7066,10297,66.09,19.97,13.94,1793,26.52,62.32,1708,301,0,163,False,0
redos,markdown_0.3.0,ok,0,0.51,,2,3,66,1,43,57,77,34.02,0.69,65.29,291,34.85,15.15,156,66,0,11,False,0
redos,markdown-it_9.1.0,ok,0,0.78,,5,66,202,1,196,174,212,32.39,0.1,67.51,985,38.12,0.5,430,89,0,30,False,0
redos,markdown-to-jsx_5.4.2,ok,0,0.99,,40,99,540,1,289,568,707,46.82,2.36,50.82,1779,41.3,12.78,628,116,0,67,False,0
redos,marked_0.3.6,ok,0,0.52,,2,2,54,1,28,70,157,49.26,0.0,50.74,337,7.41,14.81,163,50,0,5,False,0
redos,method-override_2.0.0,ok,0,0.41,,4,4,16,1,5,15,16,53.19,2.13,44.68,47,6.25,12.5,62,38,0,2,False,0
redos,millisecond_0.1.1,ok,0,0.40,,2,2,3,1,2,2,2,35.71,0.0,64.29,14,33.33,33.33,45,33,0,2,False,0
redos,mime_1.4.0,ok,0,0.41,,2,2,9,1,3,6,6,48.39,0.0,51.61,31,44.44,44.44,55,35,0,6,False,0
redos,minimatch_3.0.0,ok,0,0.50,,5,5,54,1,38,54,86,55.7,0.42,43.88,237,25.93,3.7,147,63,0,4,False,0
redos,mobile-detect_1.3.6,ok,0,0.45,,2,2,38,1,67,36,45,31.51,2.05,66.44,146,31.58,23.68,94,46,0,9,False,0
redos,moment_2.18.1,ok,0,0.75,,2,2,326,1,126,536,892,67.31,0.52,32.16,1340,36.81,12.27,374,87,0,80,False,0
redos,ms_0.7.0,ok,0,0.40,,2,2,7,1,3,6,9,48.0,0.0,52.0,25,14.29,14.29,50,35,0,2,False,0
redos,natural_5.1.0,ok,0,0.40,,2,2,7,1,3,6,8,60.87,0.0,39.13,23,14.29,14.29,48,33,0,1,False,0
redos,no-case_2.3.1,ok,0,0.40,,3,6,6,1,28,3,3,47.62,0.0,52.38,21,50.0,16.67,54,35,0,3,False,0
redos,normalize-url_6.0.0,ok,0,0.42,,2,2,8,1,6,5,6,66.67,0.0,33.33,60,37.5,12.5,65,40,0,2,False,0
redos,npm-user-validate_1.0.0,ok,0,0.42,,2,2,5,1,2,2,2,36.36,0.0,63.64,22,60.0,20.0,48,34,0,2,False,0
redos,nth-check_2.0.0,ok,0,0.42,,3,5,14,1,5,5,5,39.29,0.0,60.71,28,71.43,7.14,62,37,0,1,False,0
redos,papaparse_5.1.1,ok,0,0.56,,2,2,104,1,51,175,234,52.08,1.71,46.21,409,11.54,3.85,205,66,0,16,False,0
redos,parsejson_0.0.3,ok,0,0.39,,2,2,3,1,1,2,2,55.56,0.0,44.44,18,33.33,33.33,44,32,0,3,False,0
redos,path-parse_1.0.6,ok,0,0.40,,2,2,7,1,3,6,6,40.91,4.55,54.55,22,14.29,14.29,54,35,0,1,False,0
redos,platform_1.3.4,ok,0,0.50,,2,2,32,1,40,45,54,29.2,0.73,70.07,274,12.5,87.5,153,50,0,13,False,0
redos,postcss_8.0.0,ok,0,0.86,,8,42,413,1,191,641,847,56.42,6.83,36.75,1317,26.63,42.86,483,103,0,74,False,0
redos,printf_0.6.0,ok,0,0.45,,2,2,15,1,14,13,14,33.33,0.0,66.67,96,20.0,6.67,95,46,0,4,False,0
redos,prompts_2.4.0,ok,0,0.38,,2,2,3,1,1,2,2,45.45,0.0,54.55,11,33.33,33.33,39,31,0,1,False,0
redos,prototype_0.0.5,ok,0,0.47,,2,8,94,1,19,31,33,65.16,0.0,34.84,244,78.72,8.51,115,43,0,7,False,0
redos,ramda_0.27.1,ok,0,8.79,,2,332,520,1,343,20905,29640,37.24,13.35,49.41,2202,2.12,97.31,8346,1077,0,1614,False,0
redos,react-native_0.63.0-rc.0,ok,0,0.38,,1,1,3,1,0,2,2,37.5,0.0,62.5,8,33.33,33.33,34,30,0,2,False,0
redos,remarkable_1.7.2,ok,0,0.87,,3,62,334,1,303,488,614,28.42,2.41,69.17,1119,49.4,7.19,492,110,0,18,False,0
redos,remove-markdown_0.3.0,ok,0,0.40,,2,2,3,1,3,2,2,88.24,0.0,11.76,34,33.33,33.33,47,34,0,1,False,0
redos,revalidator_0.3.1,ok,0,0.44,,2,2,33,1,18,39,63,61.96,1.09,36.96,92,9.09,6.06,88,43,0,22,False,0
redos,rgb2hex_0.1.0,ok,0,0.40,,2,2,3,1,2,2,2,40.0,0.0,60.0,25,33.33,33.33,48,34,0,2,False,0
redos,sanitize_2.0.0,ok,0,1.37,,4,6,556,1,437,5454,7743,55.95,17.79,26.25,1478,33.45,52.34,999,201,0,184,False,0
redos,semver-regex_3.1.1,ok,0,0.39,,2,2,3,1,1,2,2,33.33,0.0,66.67,9,33.33,33.33,39,31,0,2,False,0
redos,simple-markdown_0.7.2,ok,0,0.50,,2,2,131,1,69,107,145,58.39,0.0,41.61,274,62.6,9.16,148,64,0,11,False,0
redos,slug_0.9.1,ok,0,2.09,,3,3,8,1,2157,8,8,40.0,0.0,60.0,35,12.5,62.5,1708,428,0,8,False,0
redos,squalcal,n/a(no-package.json),0,0.38,,1,1,2,8,0,1,1,33.33,0.0,66.67,6,50.0,50.0,33,30,0,1,False,0
redos,sshpk_1.13.1,ok,0,1.23,,9,38,574,1,312,1174,1956,61.57,0.93,37.5,3536,25.78,5.57,866,154,0,268,False,0
redos,ssri_8.0.0,ok,0,0.51,,3,3,137,1,30,150,200,52.58,5.41,42.01,388,43.8,1.46,152,63,0,121,False,0
redos,string_3.3.3,ok,0,0.51,,2,5,93,1,38,50,55,22.87,0.0,77.13,293,61.29,6.45,162,57,0,15,False,0
redos,terminal-kit_2.1.0,ok,0,1.34,,8,56,926,1,502,1482,1794,54.75,2.71,42.54,2955,46.87,19.65,974,168,0,230,False,0
redos,three_0.122.0,ok,0,46.34,,2,2,2401,1,1203,16827,20937,58.93,13.36,27.72,8475,35.9,38.9,45363,7396,0,428,False,0
redos,timespan_2.3.0,ok,0,0.44,,2,2,55,1,23,37,46,55.74,0.0,44.26,122,78.18,1.82,87,44,0,5,False,0
redos,tmpl_1.0.0,ok,0,0.39,,2,2,4,1,1,2,2,70.59,0.0,29.41,17,50.0,25.0,42,32,0,2,False,0
redos,tough-cookie_2.3.2,ok,0,0.63,,2,7,89,1,196,58,64,41.72,0.99,57.28,302,58.43,6.74,269,75,0,18,False,0
redos,trim_0.0.1,ok,0,0.39,,2,2,5,1,1,2,2,63.64,0.0,36.36,11,60.0,20.0,39,32,0,1,False,0
redos,trim-off-newlines_1.0.0,ok,0,0.39,,2,2,3,1,1,2,2,55.56,0.0,44.44,9,33.33,33.33,37,31,0,1,False,0
redos,truncate_2.0.0,ok,0,0.40,,2,2,5,1,3,4,5,57.14,0.0,42.86,14,20.0,40.0,51,34,0,2,False,0
redos,ua-parser-js_0.7.22,ok,0,0.50,,2,2,22,1,41,28,39,63.04,8.7,28.26,46,13.64,81.82,145,63,0,10,False,0
redos,underscore.string_3.3.4,ok,0,0.59,,4,73,89,1,36,89,101,46.2,0.22,53.58,461,60.67,10.11,222,64,0,12,False,0
redos,uri-js_2.1.1,ok,0,0.52,,2,7,54,1,55,64,207,60.04,0.22,39.74,453,25.93,18.52,167,47,0,10,False,0
redos,urlregex_0.5.0,ok,0,0.39,,2,2,3,1,2,2,2,27.27,0.0,72.73,11,33.33,33.33,43,32,0,2,False,0
redos,url-regex_5.0.0,ok,0,0.40,,3,3,8,1,3,7,12,48.48,0.0,51.52,33,37.5,12.5,55,36,0,3,False,0
redos,validator_13.5.2,ok,0,0.87,,2,100,346,1,187,282,302,47.77,1.33,50.9,1660,62.43,0.87,504,100,0,43,False,0
redos,valid-email_0.0.1,ok,0,0.39,,2,3,3,1,2,2,2,75.0,0.0,25.0,20,33.33,33.33,49,33,0,1,False,0
redos,vant_2.12.11,ok,0,0.38,,2,2,3,1,2,2,2,37.5,0.0,62.5,8,33.33,33.33,39,31,0,1,False,0
redos,ws_7.0.0,ok,0,0.38,,1,1,2,1,0,1,1,55.56,0.0,44.44,9,50.0,50.0,33,30,0,2,False,0
command-injection,aaptjs_1.3.1,skipped(already-installed),0,0.71,,14,24,228,1,113,406,530,41.08,8.92,50.0,886,20.61,66.67,338,76,0,57,False,0
command-injection,adb-driver_0.1.8,skipped(already-installed),0,0.44,,4,6,30,1,8,37,37,52.29,2.75,44.95,109,3.33,60.0,90,40,0,1,False,0
command-injection,alfred-workflow-nodejs_2.0.1,skipped(already-installed),0,0.89,,10,14,689,1,227,1790,2077,68.19,8.01,23.8,1685,30.77,21.19,526,87,0,98,False,0
command-injection,apex-publish-static-files_2.0.0,skipped(already-installed),0,0.40,,2,2,3,1,3,3,3,35.9,0.0,64.1,39,0.0,100.0,52,35,0,0,False,0
command-injection,apiconnect-cli-plugins_6.0.2,skipped(already-installed),134,76.00,non-zero exit (see log),,,,,,,,,,,,,,,,,,True,5
command-injection,arpping_2.0.0,skipped(already-installed),0,0.51,,2,3,42,1,9,27,27,50.36,0.0,49.64,137,40.48,38.1,87,39,0,5,False,0
command-injection,async-git_1.13.1,skipped(already-installed),0,0.44,,4,11,26,1,9,23,27,36.04,0.0,63.96,111,42.31,19.23,94,38,0,14,False,0
command-injection,bestzip_2.1.6,skipped(already-installed),0,2.74,,46,123,1904,1,967,36318,49275,48.84,13.78,37.39,5125,20.01,58.4,2342,344,0,298,False,0
command-injection,blamer_0.1.13,skipped(already-installed),0,1.26,,6,80,1065,1,371,1416,1652,66.05,4.28,29.66,2778,41.03,16.71,889,158,0,144,False,0
command-injection,buns_1.1.6,skipped(already-installed),134,105.02,non-zero exit (see log),,,,,,,,,,,,,,,,,,True,5
command-injection,clamscan_1.2.0,skipped(already-installed),0,0.60,,2,3,107,1,88,144,174,63.92,0.0,36.08,643,8.41,19.63,225,59,0,10,False,0
command-injection,codecov_3.6.4,skipped(already-installed),0,2.12,,26,172,1413,1,738,2390,3151,63.5,2.23,34.27,5594,29.79,33.05,1730,281,0,180,False,2
command-injection,command-exists_1.2.2,skipped(already-installed),0,0.41,,2,3,19,1,3,21,22,57.78,0.0,42.22,45,0.0,36.84,56,37,0,0,False,0
command-injection,compass-compile_0.0.1,skipped(already-installed),0,0.57,,6,7,166,1,74,432,463,69.06,7.73,23.2,362,9.64,80.72,203,65,0,29,False,1
command-injection,connection-tester_0.2.0,skipped(already-installed),0,0.41,,2,2,8,1,3,7,9,32.56,0.0,67.44,43,12.5,87.5,54,36,0,0,False,0
command-injection,corenlp-js-interface_1.0.3,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,corenlp-js-prefab_1.0.1,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,curling_0.2.0,skipped(already-installed),0,0.42,,2,3,23,1,4,24,25,57.14,0.0,42.86,56,26.09,43.48,64,39,0,0,False,0
command-injection,curljs_0.1.2,skipped(already-installed),0,0.42,,2,2,24,1,5,34,34,68.0,4.0,28.0,50,29.17,66.67,60,38,0,0,False,0
command-injection,deferred-exec_0.3.1,skipped(already-installed),0,2.36,,7,76,830,1,584,7784,11585,61.23,15.73,23.04,2391,29.76,56.99,1975,285,0,187,False,0
command-injection,diskstats_0.0.2,skipped(already-installed),0,0.42,,2,3,20,1,3,22,22,52.54,0.0,47.46,59,5.0,95.0,62,38,0,6,False,0
command-injection,diskusage-ng_0.2.6,skipped(already-installed),0,0.42,,2,5,19,1,4,23,31,40.54,1.35,58.11,74,0.0,100.0,74,32,0,0,False,0
command-injection,dns-sync_0.1.0,skipped(already-installed),0,0.56,,4,27,89,1,59,174,272,44.58,0.47,54.95,637,6.74,89.89,202,60,0,5,False,0
command-injection,effect_1.0.4,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,enpeem_2.2.0,skipped(already-installed),0,0.43,,4,6,30,1,8,29,31,31.94,8.33,59.72,72,26.67,50.0,79,35,0,2,False,0
command-injection,eslint-fixer_0.1.5,skipped(already-installed),0,0.41,,3,3,17,1,4,19,19,55.32,0.0,44.68,47,0.0,100.0,60,36,0,0,False,0
command-injection,extra-asciinema_1.0.0,skipped(already-installed),0,0.42,,2,2,21,1,7,16,16,37.66,0.0,62.34,77,33.33,14.29,73,33,0,0,False,0
command-injection,ffmpegdotjs_0.0.4,skipped(already-installed),0,0.42,,2,2,38,1,7,28,28,61.39,0.0,38.61,101,26.32,21.05,71,32,0,0,False,0
command-injection,ffmpeg-sdk_0.0.5,skipped(already-installed),0,0.41,,2,2,15,1,2,13,14,52.27,0.0,47.73,44,33.33,53.33,58,36,0,0,False,0
command-injection,find-process_1.4.4,skipped(already-installed),0,0.46,,2,6,71,1,17,79,79,56.28,1.3,42.42,231,16.9,8.45,107,37,0,4,False,0
command-injection,freespace_1.0.4,skipped(already-installed),0,0.41,,2,2,10,1,3,10,11,48.15,0.0,51.85,54,10.0,90.0,55,36,0,0,False,0
command-injection,geojson2kml_0.1.1,skipped(already-installed),0,0.39,,2,2,5,1,1,5,5,33.33,0.0,66.67,21,0.0,100.0,43,32,0,0,False,0
command-injection,get-npm-package-version_1.0.6,skipped(already-installed),0,0.39,,2,2,3,1,1,3,3,20.83,0.0,79.17,24,0.0,100.0,47,33,0,0,False,0
command-injection,git_0.1.5,skipped(already-installed),0,0.39,,2,2,7,1,2,6,6,36.0,0.0,64.0,25,14.29,71.43,47,34,0,4,False,0
command-injection,git-add-remote_1.0.0,skipped(already-installed),0,0.40,,2,2,6,1,1,5,7,30.0,0.0,70.0,30,16.67,83.33,47,33,0,0,False,0
command-injection,gitblame_0.1.1,skipped(already-installed),0,0.40,,2,2,5,1,1,5,6,29.63,0.0,70.37,27,0.0,100.0,45,32,0,0,False,0
command-injection,git-dummy-commit_1.3.0,skipped(already-installed),0,0.70,,14,21,216,1,109,393,508,42.87,8.98,48.14,835,18.98,67.13,331,72,0,53,False,0
command-injection,giting_0.0.7,skipped(already-installed),0,0.56,,13,21,168,1,44,206,240,39.19,5.68,55.13,546,22.62,34.52,203,60,0,10,False,0
command-injection,git-lib_1.6.0,skipped(already-installed),0,1.46,,8,27,845,1,489,5528,7472,60.16,17.64,22.19,1978,26.27,60.71,1085,215,0,214,False,0
command-injection,git-parse_1.0.4,skipped(already-installed),0,0.80,,40,129,219,1,142,340,458,44.63,2.53,52.84,1145,18.26,26.48,426,74,0,51,False,0
command-injection,git-tags-remote_1.0.2,skipped(already-installed),0,0.52,,3,3,107,1,41,151,209,68.65,9.72,21.63,319,46.73,24.3,169,48,0,2,False,0
command-injection,gity_1.0.5,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,gm_1.20.0,skipped(already-installed),0,0.63,,6,21,314,1,83,133,157,26.68,1.72,71.61,641,69.11,10.83,260,71,0,11,False,0
command-injection,google-cloudstorage-commands_0.0.1,skipped(already-installed),0,0.40,,2,2,13,1,2,11,11,54.29,0.0,45.71,35,15.38,53.85,53,34,0,0,False,0
command-injection,growl_1.9.0,skipped(already-installed),0,0.42,,2,2,7,1,7,7,10,16.49,2.06,81.44,97,0.0,100.0,72,34,0,0,False,0
command-injection,gry_5.0.8,skipped(already-installed),0,0.47,,10,10,50,1,23,44,50,46.77,2.42,50.81,124,32.0,36.0,114,39,0,5,False,0
command-injection,heroku-env_0.2.0,skipped(already-installed),0,0.42,,3,4,10,1,4,10,13,38.3,0.0,61.7,47,0.0,100.0,61,38,0,2,False,0
command-injection,hot-formula-parser_3.0.0,skipped(already-installed),0,1.43,,6,42,1088,1,412,1362,1867,52.19,0.3,47.52,3706,61.03,9.19,1065,184,0,310,False,0
command-injection,imagickal_5.0.1,skipped(already-installed),0,1.32,,5,45,663,1,209,5820,10387,49.3,24.23,26.48,1775,16.59,68.48,948,194,0,92,False,1
command-injection,im-metadata_3.0.1,skipped(already-installed),0,0.42,,3,3,11,1,5,11,13,38.6,0.0,61.4,57,0.0,100.0,74,34,0,1,False,0
command-injection,im-resize_2.3.2,skipped(already-installed),0,0.43,,3,3,12,1,7,13,15,23.94,0.0,76.06,71,0.0,100.0,76,35,0,0,False,0
command-injection,jison_0.4.17,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,kill-by-port_0.0.1,skipped(already-installed),0,0.39,,2,2,3,1,1,3,3,26.32,0.0,73.68,19,0.0,100.0,44,32,0,0,False,0
command-injection,killing_1.0.6,skipped(already-installed),0,0.41,,2,4,18,1,4,19,19,52.83,0.0,47.17,53,0.0,100.0,58,36,0,0,False,0
command-injection,killport_1.0.1,skipped(already-installed),0,0.57,,4,4,283,1,67,658,704,59.54,19.92,20.55,477,19.43,63.96,200,66,0,12,False,1
command-injection,kill-port-process_0.0.1,skipped(already-installed),0,0.64,,19,33,242,1,62,253,284,53.51,3.04,43.45,626,30.99,39.26,276,72,0,50,False,1
command-injection,kill-process-by-name_1.0.5,skipped(already-installed),0,0.39,,2,2,4,1,1,4,4,25.0,0.0,75.0,20,0.0,100.0,42,32,0,0,False,0
command-injection,libnmap_0.4.11,skipped(already-installed),0,5.79,,16,67,2114,1,1075,38480,54420,62.15,13.0,24.86,5540,32.07,50.95,5351,936,0,421,False,0
command-injection,local-devices_2.0.0,skipped(already-installed),0,0.50,,7,12,70,1,27,91,104,42.01,0.74,57.25,269,15.71,64.29,148,54,0,9,False,0
command-injection,lsof_0.1.0,skipped(already-installed),0,0.42,,2,2,21,1,4,19,19,39.34,0.0,60.66,61,9.52,38.1,62,38,0,2,False,0
command-injection,lycwed-spritesheetjs_1.2.5,failed,n/a,0,npm install failed,,,,,,,,,,,,,,,,,,False,0
command-injection,macaddress_0.2.8,skipped(already-installed),0,0.43,,2,5,22,1,5,24,30,47.44,1.28,51.28,78,4.55,63.64,78,32,0,10,False,0
command-injection,macfromip_1.1.1,skipped(already-installed),0,0.42,,2,2,19,1,5,23,36,43.75,7.81,48.44,64,5.26,42.11,62,38,0,0,False,0
command-injection,monorepo-build_0.1.9,skipped(already-installed),134,84.45,non-zero exit (see log),,,,,,,,,,,,,,,,,,True,1
command-injection,node-df_0.1.4,skipped(already-installed),0,0.43,,2,5,10,1,6,10,17,24.19,4.84,70.97,62,0.0,100.0,66,39,0,3,False,0
command-injection,node-key-sender_1.0.11,skipped(already-installed),0,0.43,,2,2,27,1,8,20,20,51.02,0.0,48.98,49,59.26,29.63,74,34,0,2,False,0
command-injection,node-latex-pdf_0.0.2,skipped(already-installed),0,0.40,,2,2,5,1,1,6,7,41.38,0.0,58.62,29,0.0,100.0,47,33,0,0,False,0
